<<<<<<< HEAD
grammaticality,response
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,no
grammatical,no
grammatical,no
grammatical,no
grammatical,no
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
=======
grammaticality,response
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
